Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-12-28 00:00:00-05:00,130.43289960768968,133.69395641508856,129.96563173528466,133.06121826171875,124486200,0.0,0.0
2020-12-29 00:00:00-05:00,134.38510661556313,135.10545188425303,130.7735916806408,131.28952026367188,121047300,0.0,0.0
2020-12-30 00:00:00-05:00,131.98065036313264,132.37976932791838,129.85851685438772,130.17002868652344,96452100,0.0,0.0
2020-12-31 00:00:00-05:00,130.5204870277971,131.16296911492586,128.2231389904879,129.16738891601562,99116600,0.0,0.0
2021-01-04 00:00:00-05:00,129.97536966603926,130.0629768178639,123.39482930890424,125.97447967529297,143301900,0.0,0.0
2021-01-05 00:00:00-05:00,125.46829078537516,128.24263632210662,125.02049610454635,127.5320053100586,97664900,0.0,0.0
2021-01-06 00:00:00-05:00,124.32933639261917,127.57093452826126,123.02490637051051,123.23906707763672,155088000,0.0,0.0
2021-01-07 00:00:00-05:00,124.95235351880193,128.1355470987152,124.46562730765885,127.44438934326172,109578200,0.0,0.0
2021-01-08 00:00:00-05:00,128.91425901030706,129.10896132011973,126.77266728567469,128.5443572998047,105158200,0.0,0.0
2021-01-11 00:00:00-05:00,125.76030921099948,126.7142883378028,125.08862472498865,125.55587768554688,100384500,0.0,0.0
2021-01-12 00:00:00-05:00,125.08861473418492,126.24702529391881,123.4921536305582,125.38065338134766,91951100,0.0,0.0
2021-01-13 00:00:00-05:00,125.34168062471274,127.96026901609807,125.07885926584692,127.4151382446289,88636800,0.0,0.0
2021-01-14 00:00:00-05:00,127.32759478092305,127.52228231753668,125.34174328782599,125.4877700805664,90221800,0.0,0.0
2021-01-15 00:00:00-05:00,125.36116272463164,126.76293615289802,123.62841914071917,123.76470184326172,111598500,0.0,0.0
2021-01-19 00:00:00-05:00,124.3877334109567,125.2930517717372,123.5700370457831,124.43640899658203,90757300,0.0,0.0
2021-01-20 00:00:00-05:00,125.24440267739962,128.97272754861257,125.13732230785592,128.52493286132812,104319500,0.0,0.0
2021-01-21 00:00:00-05:00,130.24791374177147,135.9620736838479,130.04348223408022,133.2364044189453,120150900,0.0,0.0
2021-01-22 00:00:00-05:00,132.66206599733243,136.13729751698824,131.435521560002,135.3780059814453,114459400,0.0,0.0
2021-01-25 00:00:00-05:00,139.27182020640586,141.23818305206848,132.91516336360118,139.12579345703125,157611700,0.0,0.0
2021-01-26 00:00:00-05:00,139.78775742744395,140.4691710725819,137.61694808504978,139.35943603515625,98390600,0.0,0.0
2021-01-27 00:00:00-05:00,139.62224478331817,140.46915831522645,136.68242977361535,138.2886199951172,140843800,0.0,0.0
2021-01-28 00:00:00-05:00,135.81605814636788,138.22048632254183,133.07091575107856,133.4505615234375,142621100,0.0,0.0
2021-01-29 00:00:00-05:00,132.22402749273948,133.10987264929705,126.753230328146,128.45677185058594,177523800,0.0,0.0
2021-02-01 00:00:00-05:00,130.19927257414088,131.7860049108473,127.45412937962104,130.57891845703125,106239800,0.0,0.0
2021-02-02 00:00:00-05:00,132.12668680443446,132.6912909648265,131.03642489675576,131.40634155273438,83305400,0.0,0.0
2021-02-03 00:00:00-05:00,132.15587647941985,132.16562050861145,130.0629600142458,130.3842010498047,89880900,0.0,0.0
2021-02-04 00:00:00-05:00,132.68155527349182,133.75234392204015,131.01694525702797,133.74261474609375,84183100,0.0,0.0
2021-02-05 00:00:00-05:00,133.90348403057772,133.97171978594034,132.45086722756864,133.32827758789062,75693800,0.205,0.0
2021-02-08 00:00:00-05:00,132.61656460059567,133.523235617583,131.53441750826036,133.4744873046875,71297200,0.0,0.0
2021-02-09 00:00:00-05:00,133.19178552172198,134.4201778248724,132.44111786524098,132.5970916748047,76774200,0.0,0.0
2021-02-10 00:00:00-05:00,133.05524407492868,133.552455944581,131.0274366308269,131.9925994873047,73046600,0.0,0.0
2021-02-11 00:00:00-05:00,132.48981847138168,132.96752812373632,130.41327725499468,131.73915100097656,64280000,0.0,0.0
2021-02-12 00:00:00-05:00,130.9787653308469,132.12914848493614,130.33532312132203,131.97315979003906,60145100,0.0,0.0
2021-02-16 00:00:00-05:00,132.0901434978276,132.5970843838598,129.4578829220419,129.8478546142578,80576300,0.0,0.0
2021-02-17 00:00:00-05:00,127.95653915633494,128.90220010245756,126.22120594870577,127.55682373046875,97918500,0.0,0.0
2021-02-18 00:00:00-05:00,125.95797287967874,126.7379014019475,124.21289601346298,126.45518493652344,96856700,0.0,0.0
